index,benchmark,outer_selects,outer_updates,fallback_selects,fallback_updates,fallback_arms,fallback_limits,reward_sum,nonzero_reward_updates,mab_lines
187,benchmarks/wordlevel/array/2024/sosylab/seq-mthreaded/rekh_ctm.3-2.btor2,0,0,0,0,,,0,0,
188,benchmarks/wordlevel/array/2024/sosylab/seq-mthreaded/rekh_nxt.1.M1-1.btor2,0,0,0,0,,,0,0,
189,benchmarks/wordlevel/array/2024/sosylab/seq-mthreaded/rekh_nxt.3.M1.btor2,0,0,0,0,,,0,0,
190,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/array-examples/sanfoundry_24-1.btor2,0,0,0,0,,,0,0,
191,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/array-industry-pattern/array_assert_loop_dep.btor2,0,0,0,0,,,0,0,
192,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/loop-crafted/simple_array_index_value_1-1.btor2,0,0,0,0,,,0,0,
193,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/loop-crafted/simple_array_index_value_4.btor2,0,0,0,0,,,0,0,
194,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/reducercommutativity/max.btor2,0,0,5,5,0;1;2;0;1,32;16;8;32;16,0.3719387755102041,1,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=92 | IC3IA-FALLBACK-BANDIT update round=1 arm=0 reward=0.3719387755102041 push=51/98 frontier=41 frames=2 result=-1 | IC3IA-FALLBACK-BANDIT select round=1 arm=1 limit=16 candidates=60 | IC3IA-FALLBACK-BANDIT update round=2 arm=1 reward=0.0 push=0/0 frontier=0 frames=0 result=-1 | IC3IA-FALLBACK-BANDIT select round=2 arm=2 limit=8 candidates=44 | IC3IA-FALLBACK-BANDIT update round=3 arm=2 reward=0.0 push=0/0 frontier=0 frames=0 result=-1 | IC3IA-FALLBACK-BANDIT select round=3 arm=0 limit=32 candidates=36 | IC3IA-FALLBACK-BANDIT update round=4 arm=0 reward=0.0 push=0/0 frontier=0 frames=0 result=-1 | IC3IA-FALLBACK-BANDIT select round=4 arm=1 limit=16 candidates=4 | IC3IA-FALLBACK-BANDIT update round=5 arm=1 reward=0.0 push=0/0 frontier=0 frames=0 result=-1
195,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/reducercommutativity/max10-1.btor2,0,0,0,0,,,0,0,
196,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/termination-crafted/LexIndexValue-Array-1.btor2,0,0,0,0,,,0,0,
197,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-rel/loop-acceleration/array_3-1.btor2,0,0,1,0,0,32,0,0,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=16
198,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-rel/loop-acceleration/array_3-2.btor2,0,0,1,0,0,32,0,0,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=16
199,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-rel/loop-crafted/simple_array_index_value_3.btor2,0,0,1,1,0,32,0.540625,1,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=18 | IC3IA-FALLBACK-BANDIT update round=1 arm=0 reward=0.540625 push=15/64 frontier=15 frames=4 result=1
200,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-rel/loops/string-1.btor2,0,0,1,1,0,32,0.0875,1,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=24 | IC3IA-FALLBACK-BANDIT update round=1 arm=0 reward=0.0875 push=1/12 frontier=1 frames=1 result=-1
201,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-rel/reducercommutativity/max.btor2,0,0,0,0,,,0,0,
202,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-crafted/mapavg5.btor2,0,0,2,1,0;1,32;16,0.4142341040462427,1,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=55 | IC3IA-FALLBACK-BANDIT update round=1 arm=0 reward=0.4142341040462427 push=94/173 frontier=66 frames=3 result=-1 | IC3IA-FALLBACK-BANDIT select round=1 arm=1 limit=16 candidates=23
203,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-examples/standard_init3_ground-1.btor2,0,0,0,0,,,0,0,
204,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-examples/standard_sentinel.i.v+cfa-reducer.btor2,0,0,0,0,,,0,0,
205,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-fpi/eqn1.btor2,0,0,0,0,,,0,0,
206,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-fpi/ifcomp.btor2,0,0,1,0,0,32,0,0,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=33
207,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-fpi/ifcompf.btor2,0,0,1,0,0,32,0,0,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=33
208,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-fpi/res1.btor2,0,0,1,0,0,32,0,0,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=28
209,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-fpi/res2.btor2,0,0,1,0,0,32,0,0,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=38
210,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-fpi/s1if.btor2,0,0,0,0,,,0,0,
211,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-fpi/s5iff.btor2,0,0,0,0,,,0,0,
212,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-fpi/s5lif.btor2,0,0,1,0,0,32,0,0,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=26
213,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-fpi/ss1.btor2,0,0,1,0,0,32,0,0,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=26
214,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-industry-pattern/array_assert_loop_dep.btor2,0,0,0,0,,,0,0,
215,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-industry-pattern/array_shadowinit.btor2,0,0,1,0,0,32,0,0,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=17
216,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-lopstr16/flag_loopdep_simple.btor2,0,0,0,0,,,0,0,
217,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-patterns/array28_pattern.btor2,0,0,1,1,0,32,0.3768,1,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=31 | IC3IA-FALLBACK-BANDIT update round=1 arm=0 reward=0.3768 push=50/125 frontier=39 frames=6 result=-1
218,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-programs/partial_mod_count_4.btor2,0,0,0,0,,,0,0,
219,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-tiling/mbpr5.btor2,0,0,1,0,0,32,0,0,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=54
220,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-tiling/rewnifrev2.btor2,0,0,1,0,0,32,0,0,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=20
221,benchmarks/wordlevel/array/2025/sosylab/safety-func/array-tiling/skipped.btor2,0,0,1,0,0,32,0,0,IC3IA-FALLBACK-BANDIT select round=0 arm=0 limit=32 candidates=28
222,benchmarks/wordlevel/array/2025/sosylab/safety-func/ntdrivers/kbfiltr.i.cil-2.btor2,0,0,0,0,,,0,0,
223,benchmarks/wordlevel/array/2025/sosylab/safety-func/reducercommutativity/avg10-2.btor2,0,0,0,0,,,0,0,
224,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-examples/sorting_bubblesort_ground-1.btor2,0,0,0,0,,,0,0,
225,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-examples/standard_copy9_ground-1.btor2,0,0,0,0,,,0,0,
226,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-examples/standard_init7_ground-2.btor2,0,0,0,0,,,0,0,
227,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-examples/standard_partial_init_ground.btor2,0,0,0,0,,,0,0,
228,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-examples/standard_two_index_07.btor2,0,0,0,0,,,0,0,
229,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-fpi/ifeqn2.btor2,0,0,0,0,,,0,0,
230,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-fpi/s3if.btor2,0,0,0,0,,,0,0,
231,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-industry-pattern/array_of_struct_loop_dep.btor2,0,0,0,0,,,0,0,
232,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-multidimensional/diff-3-n-u.btor2,0,0,0,0,,,0,0,
233,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-patterns/array15_pattern.btor2,0,0,0,0,,,0,0,
234,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-patterns/array16_pattern.btor2,0,0,0,0,,,0,0,
235,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-patterns/array28_pattern.btor2,0,0,0,0,,,0,0,
236,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-programs/partial_mod_count_limited_4.btor2,0,0,0,0,,,0,0,
237,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-programs/partial_mod_count_limited_5.btor2,0,0,0,0,,,0,0,
238,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-programs/partial_mod_count_limited_base.btor2,0,0,0,0,,,0,0,
239,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-tiling/mbpr5.btor2,0,0,0,0,,,0,0,
240,benchmarks/wordlevel/array/2025/sosylab/safety-rel/array-tiling/pr3.btor2,0,0,0,0,,,0,0,
241,benchmarks/wordlevel/array/2025/sosylab/safety-rel/loop-lit/mcmillan2006.btor2,0,0,0,0,,,0,0,
242,benchmarks/wordlevel/array/2025/sosylab/safety-rel/loops/compact.btor2,0,0,0,0,,,0,0,
243,benchmarks/wordlevel/array/2025/sosylab/safety-rel/loops/vogal-1.btor2,0,0,0,0,,,0,0,
244,benchmarks/wordlevel/array/2025/sosylab/safety-rel/loops/vogal-2.btor2,0,0,0,0,,,0,0,
245,benchmarks/wordlevel/array/2025/sosylab/safety-rel/memory-model/4SB.btor2,0,0,0,0,,,0,0,
246,benchmarks/wordlevel/array/2025/sosylab/safety-rel/reducercommutativity/avg60-1.btor2,0,0,0,0,,,0,0,
247,benchmarks/wordlevel/array/2025/sosylab/safety-rel/seq-mthreaded/rekcba_aso.1.M1-2.btor2,0,0,0,0,,,0,0,
248,benchmarks/wordlevel/array/2025/sosylab/safety-rel/verifythis/duplets.btor2,0,0,0,0,,,0,0,
249,benchmarks/wordlevel/array/2025/sosylab/safety-rel/verifythis/elimination_max.btor2,0,0,0,0,,,0,0,
250,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_ch0-p11.btor2,0,0,0,0,,,0,0,
251,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_ch0-p13.btor2,0,0,0,0,,,0,0,
252,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_ch0-p2.btor2,0,0,0,0,,,0,0,
253,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_ch0-p3.btor2,0,0,0,0,,,0,0,
254,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_ch0-p6.btor2,0,0,0,0,,,0,0,
255,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_ch0-p7.btor2,0,0,0,0,,,0,0,
256,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_ch0-p8.btor2,0,0,0,0,,,0,0,
257,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_ch0_faulty-p14.btor2,0,0,0,0,,,0,0,
258,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_ch0_faulty-p2.btor2,0,0,0,0,,,0,0,
259,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_ch0_faulty-p3.btor2,0,0,0,0,,,0,0,
260,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0-p1.btor2,0,0,0,0,,,0,0,
261,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0-p12.btor2,0,0,0,0,,,0,0,
262,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0-p15.btor2,0,0,0,0,,,0,0,
263,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0-p18.btor2,0,0,0,0,,,0,0,
264,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0-p19.btor2,0,0,0,0,,,0,0,
265,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0-p2.btor2,0,0,0,0,,,0,0,
266,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0-p23.btor2,0,0,0,0,,,0,0,
267,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0_faulty-p14.btor2,0,0,0,0,,,0,0,
268,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0_faulty-p15.btor2,0,0,0,0,,,0,0,
269,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0_faulty-p17.btor2,0,0,0,0,,,0,0,
270,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0_faulty-p19.btor2,0,0,0,0,,,0,0,
271,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0_faulty-p2.btor2,0,0,0,0,,,0,0,
272,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0_faulty-p22.btor2,0,0,0,0,,,0,0,
273,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0_faulty-p24.btor2,0,0,0,0,,,0,0,
274,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0_faulty-p6.btor2,0,0,0,0,,,0,0,
275,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_fault_ch0_faulty-p7.btor2,0,0,0,0,,,0,0,
276,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_io_order_ch0-p9.btor2,0,0,0,0,,,0,0,
277,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_io_read_ch0-p11.btor2,0,0,0,0,,,0,0,
278,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_io_read_ch0-p13.btor2,0,0,0,0,,,0,0,
279,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_io_read_ch0-p2.btor2,0,0,0,0,,,0,0,
280,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_io_read_ch0-p3.btor2,0,0,0,0,,,0,0,
281,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_io_read_fault_ch0-p2.btor2,0,0,0,0,,,0,0,
282,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_io_read_fault_ch0-p7.btor2,0,0,0,0,,,0,0,
283,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_io_write_ch0-p1.btor2,0,0,0,0,,,0,0,
284,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_io_write_ch0-p12.btor2,0,0,0,0,,,0,0,
285,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_io_write_ch0-p14.btor2,0,0,0,0,,,0,0,
286,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_io_write_ch0-p5.btor2,0,0,0,0,,,0,0,
287,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_io_write_fault_ch0-p10.btor2,0,0,0,0,,,0,0,
288,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_dmem_io_write_fault_ch0-p6.btor2,0,0,0,0,,,0,0,
289,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_ch0-p1.btor2,0,0,0,0,,,0,0,
290,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_ch0-p10.btor2,0,0,0,0,,,0,0,
291,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_ch0-p12.btor2,0,0,0,0,,,0,0,
292,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_ch0-p14.btor2,0,0,0,0,,,0,0,
293,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_ch0-p7.btor2,0,0,0,0,,,0,0,
294,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_ch0-p8.btor2,0,0,0,0,,,0,0,
295,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_ch0_faulty-p0.btor2,0,0,0,0,,,0,0,
296,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_ch0_faulty-p13.btor2,0,0,0,0,,,0,0,
297,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_ch0_faulty-p2.btor2,0,0,0,0,,,0,0,
298,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_ch0_faulty-p3.btor2,0,0,0,0,,,0,0,
299,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_ch0_faulty-p5.btor2,0,0,0,0,,,0,0,
300,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_fault_ch0-p1.btor2,0,0,0,0,,,0,0,
301,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_fault_ch0-p10.btor2,0,0,0,0,,,0,0,
302,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_fault_ch0-p13.btor2,0,0,0,0,,,0,0,
303,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_fault_ch0-p15.btor2,0,0,0,0,,,0,0,
304,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_fault_ch0-p2.btor2,0,0,0,0,,,0,0,
305,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_fault_ch0-p7.btor2,0,0,0,0,,,0,0,
306,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_fault_ch0-p9.btor2,0,0,0,0,,,0,0,
307,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_fault_ch0_faulty-p18.btor2,0,0,0,0,,,0,0,
308,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_fault_ch0_faulty-p2.btor2,0,0,0,0,,,0,0,
309,benchmarks/wordlevel/array/2025/yosyshq/riscv_formal_nerv_axi_cache_bus_imem_fault_ch0_faulty-p8.btor2,0,0,0,0,,,0,0,
