index,benchmark,baseline_result,baseline_solved,baseline_timed_out,baseline_wall_seconds,baseline_par2,old_final_result,old_final_solved,old_final_timed_out,old_final_wall_seconds,old_final_par2,new_mab_result,new_mab_solved,new_mab_timed_out,new_mab_wall_seconds,new_mab_par2,new_vs_baseline_par2_delta,new_vs_old_final_par2_delta,visible_packet_selections,visible_packet_updates,visible_censored
97,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_JALR_problem.btor2,missing,False,True,1000.3498606337234,2000.0,missing,False,True,1000.1303106360137,2000.0,missing,False,True,1000.1351348944008,2000.0,0.0,0.0,,,0
98,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_JALR_sanity.btor2,missing,False,True,1000.4050927460194,2000.0,missing,False,True,1000.1219726568088,2000.0,missing,False,True,1000.1325640995055,2000.0,0.0,0.0,,,0
99,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_LBU_sanity.btor2,missing,False,True,1000.3335042502731,2000.0,missing,False,True,1000.1297971569002,2000.0,missing,False,True,1000.1236776281148,2000.0,0.0,0.0,,,0
100,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_LH_sanity.btor2,missing,False,True,1000.3664163546637,2000.0,missing,False,True,1000.1275454647839,2000.0,missing,False,True,1000.1303720884025,2000.0,0.0,0.0,,,0
101,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_LUI_sanity.btor2,missing,False,True,1000.3834570487961,2000.0,missing,False,True,1000.1337434146553,2000.0,missing,False,True,1000.1204213062301,2000.0,0.0,0.0,,,0
102,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_LW_problem.btor2,missing,False,True,1000.361257025972,2000.0,missing,False,True,1000.126493498683,2000.0,missing,False,True,1000.1226590219885,2000.0,0.0,0.0,,,0
103,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_ORI_sanity.btor2,missing,False,True,1000.3448515543714,2000.0,missing,False,True,1000.1278575025499,2000.0,missing,False,True,1000.1370597695932,2000.0,0.0,0.0,,,0
104,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SB_sanity.btor2,missing,False,True,1000.1417516749352,2000.0,missing,False,True,1000.1283349758014,2000.0,missing,False,True,1000.1212445236742,2000.0,0.0,0.0,,,0
105,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SLLI_problem.btor2,missing,False,True,1000.1596053084359,2000.0,missing,False,True,1000.1226981338114,2000.0,missing,False,True,1000.1227414235473,2000.0,0.0,0.0,,,0
106,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SLL_problem.btor2,missing,False,True,1000.1480276184157,2000.0,missing,False,True,1000.1876945719123,2000.0,missing,False,True,1000.1416568495333,2000.0,0.0,0.0,,,0
107,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SLTI_problem.btor2,missing,False,True,1000.1428328529,2000.0,missing,False,True,1000.1937595130876,2000.0,missing,False,True,1000.1360613070428,2000.0,0.0,0.0,,,0
108,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SLT_sanity.btor2,missing,False,True,1000.2330477340147,2000.0,missing,False,True,1000.1631259545684,2000.0,missing,False,True,1000.1387171205133,2000.0,0.0,0.0,,,0
109,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SRL_sanity.btor2,missing,False,True,1000.2312961984426,2000.0,missing,False,True,1000.1879036100581,2000.0,missing,False,True,1000.1354562230408,2000.0,0.0,0.0,,,0
110,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_SW_problem.btor2,missing,False,True,1000.2309843394905,2000.0,missing,False,True,1000.1879285667092,2000.0,missing,False,True,1000.1310722855851,2000.0,0.0,0.0,,,0
111,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Piccolo_XORI_sanity.btor2,missing,False,True,1000.2275691526011,2000.0,missing,False,True,1000.1942717460915,2000.0,missing,False,True,1000.142129261978,2000.0,0.0,0.0,,,0
112,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Ridecore_BLTU_problem.btor2,missing,False,True,1000.2499748328701,2000.0,missing,False,True,1000.2383038522676,2000.0,missing,False,True,1000.1344621097669,2000.0,0.0,0.0,,,0
113,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Ridecore_LB_problem.btor2,missing,False,True,1000.2538526346907,2000.0,missing,False,True,1000.1686279233545,2000.0,missing,False,True,1000.1390150012448,2000.0,0.0,0.0,,,0
114,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Ridecore_LUI_problem.btor2,missing,False,True,1000.2653274908662,2000.0,missing,False,True,1000.1680784486234,2000.0,missing,False,True,1000.137956473045,2000.0,0.0,0.0,,,0
115,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Ridecore_ORI_problem.btor2,missing,False,True,1000.2551675075665,2000.0,missing,False,True,1000.1675270684063,2000.0,missing,False,True,1000.1977976281196,2000.0,0.0,0.0,,,0
116,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Ridecore_SRAI_problem.btor2,missing,False,True,1000.2536987867206,2000.0,missing,False,True,1000.1705054184422,2000.0,missing,False,True,1000.2031244067475,2000.0,0.0,0.0,,,0
117,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_ADD_sanity.btor2,missing,False,True,1000.1488703852519,2000.0,missing,False,True,1000.1481090262532,2000.0,missing,False,True,1000.1876404732466,2000.0,0.0,0.0,,,0
118,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_ANDI_sanity.btor2,missing,False,True,1000.1472538588569,2000.0,missing,False,True,1000.1538400948048,2000.0,missing,False,True,1000.1794754974544,2000.0,0.0,0.0,,,0
119,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_AND_problem.btor2,missing,False,True,1000.1332031050697,2000.0,missing,False,True,1000.1589698921889,2000.0,missing,False,True,1000.1520720086992,2000.0,0.0,0.0,,,0
120,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_AND_sanity.btor2,missing,False,True,1000.1466237511486,2000.0,missing,False,True,1000.17542195227,2000.0,missing,False,True,1000.185021424666,2000.0,0.0,0.0,,,0
121,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_BLTU_problem.btor2,missing,False,True,1000.1400538347661,2000.0,missing,False,True,1000.1687949039042,2000.0,missing,False,True,1000.1689659524709,2000.0,0.0,0.0,,,0
122,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_BNE_problem.btor2,missing,False,True,1000.1826176093891,2000.0,missing,False,True,1000.1569490237162,2000.0,missing,False,True,1000.1621624156833,2000.0,0.0,0.0,,,0
123,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_JAL_sanity.btor2,missing,False,True,1000.191997599788,2000.0,missing,False,True,1000.1734067928046,2000.0,missing,False,True,1000.172628948465,2000.0,0.0,0.0,,,0
124,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_LUI_sanity.btor2,missing,False,True,1000.1914905691519,2000.0,missing,False,True,1000.175818040967,2000.0,missing,False,True,1000.184267909266,2000.0,0.0,0.0,,,0
125,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_LW_sanity.btor2,missing,False,True,1000.1357879722491,2000.0,missing,False,True,1000.1733418377116,2000.0,missing,False,True,1000.1851002359763,2000.0,0.0,0.0,,,0
126,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_ORI_sanity.btor2,missing,False,True,1000.1280245222151,2000.0,missing,False,True,1000.1725336518139,2000.0,missing,False,True,1000.183761334978,2000.0,0.0,0.0,,,0
127,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_SLLI_problem.btor2,missing,False,True,1000.1340769650415,2000.0,missing,False,True,1000.1197036765516,2000.0,missing,False,True,1000.1655243877321,2000.0,0.0,0.0,,,0
128,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_SLL_sanity.btor2,missing,False,True,1000.1681980472058,2000.0,missing,False,True,1000.181795027107,2000.0,missing,False,True,1000.170239361003,2000.0,0.0,0.0,,,0
129,benchmarks/wordlevel/array/2024/hkust/refinement_checking/array/ILA_Rocket_SLTIU_problem.btor2,missing,False,True,1000.1901767663658,2000.0,missing,False,True,1000.1553880311549,2000.0,missing,False,True,1000.1491810623556,2000.0,0.0,0.0,,,0
130,benchmarks/wordlevel/array/2024/sosylab/array-examples/standard_compareModified_ground.btor2,unknown,False,False,19.751700185239315,2000.0,unknown,False,False,48.945359256118536,2000.0,unknown,False,False,46.24936863221228,2000.0,0.0,0.0,lean_core;recovery;recovery,lean_core;recovery;recovery,0
131,benchmarks/wordlevel/array/2024/sosylab/array-examples/standard_compare_ground.btor2,unknown,False,False,17.52078981604427,2000.0,unknown,False,False,14.225068548694253,2000.0,unknown,False,False,13.735740413889289,2000.0,0.0,0.0,lean_core;recovery;lean_core,lean_core;recovery;lean_core,0
132,benchmarks/wordlevel/array/2024/sosylab/array-examples/standard_partition_ground-1.btor2,unknown,False,False,33.58064236026257,2000.0,unknown,False,False,15.913125615566969,2000.0,unknown,False,False,15.595349347218871,2000.0,0.0,0.0,lean_core;recovery,lean_core;recovery,0
133,benchmarks/wordlevel/array/2024/sosylab/array-fpi/brs2.btor2,missing,False,True,1001.0411127712578,2000.0,missing,False,True,1000.8771607708186,2000.0,missing,False,True,1000.8165168929845,2000.0,0.0,0.0,lean_core,lean_core,0
134,benchmarks/wordlevel/array/2024/sosylab/array-fpi/brs2f.btor2,missing,False,True,1001.0821302859113,2000.0,missing,False,True,1000.9971643369645,2000.0,missing,False,True,1000.9838075526059,2000.0,0.0,0.0,lean_core,lean_core,0
135,benchmarks/wordlevel/array/2024/sosylab/array-fpi/brs3f.btor2,missing,False,True,1000.951711544767,2000.0,missing,False,True,1001.1217535845935,2000.0,missing,False,True,1001.0690256282687,2000.0,0.0,0.0,lean_core,lean_core,0
136,benchmarks/wordlevel/array/2024/sosylab/array-fpi/condaf.btor2,unknown,False,False,11.299345679581165,2000.0,missing,False,True,1001.0440636575222,2000.0,missing,False,True,1001.0240374291316,2000.0,0.0,0.0,lean_core,lean_core,0
137,benchmarks/wordlevel/array/2024/sosylab/array-fpi/ifcompf.btor2,unknown,False,False,62.80264871288091,2000.0,unknown,False,False,27.030353563837707,2000.0,unknown,False,False,26.39607499539852,2000.0,0.0,0.0,lean_core;recovery,lean_core;recovery,0
138,benchmarks/wordlevel/array/2024/sosylab/array-fpi/ifeqn2f.btor2,unknown,False,False,37.218960370868444,2000.0,unknown,False,False,24.5189335886389,2000.0,unknown,False,False,24.50145544204861,2000.0,0.0,0.0,lean_core;recovery;lean_core,lean_core;recovery;lean_core,0
139,benchmarks/wordlevel/array/2024/sosylab/array-fpi/ifeqn5.btor2,unknown,False,False,63.97811079211533,2000.0,unknown,False,False,41.826371130533516,2000.0,unknown,False,False,39.44775771629065,2000.0,0.0,0.0,lean_core;recovery;lean_core,lean_core;recovery;lean_core,0
140,benchmarks/wordlevel/array/2024/sosylab/array-fpi/s12if.btor2,unknown,False,False,14.723158592358232,2000.0,missing,False,True,1000.9997025122866,2000.0,missing,False,True,1000.9333164729178,2000.0,0.0,0.0,lean_core,lean_core,0
141,benchmarks/wordlevel/array/2024/sosylab/array-fpi/s2iff.btor2,missing,False,True,1001.1625010473654,2000.0,missing,False,True,1001.0903775431216,2000.0,missing,False,True,1001.0351117663085,2000.0,0.0,0.0,lean_core,lean_core,0
142,benchmarks/wordlevel/array/2024/sosylab/array-fpi/s3if.btor2,missing,False,True,1001.1608647098765,2000.0,missing,False,True,1001.0102809201926,2000.0,missing,False,True,1000.819549228996,2000.0,0.0,0.0,lean_core,lean_core,0
143,benchmarks/wordlevel/array/2024/sosylab/array-fpi/s4liff.btor2,unknown,False,False,11.797259560786188,2000.0,missing,False,True,1001.1750125158578,2000.0,missing,False,True,1001.1188618969172,2000.0,0.0,0.0,lean_core,lean_core,0
144,benchmarks/wordlevel/array/2024/sosylab/array-industry-pattern/array_assert_loop_dep.btor2,unknown,False,False,14.687379019334912,2000.0,unknown,False,False,11.092888787388802,2000.0,unknown,False,False,9.904452413320541,2000.0,0.0,0.0,lean_core;recovery;lean_core;recovery,lean_core;recovery;lean_core;recovery,0
145,benchmarks/wordlevel/array/2024/sosylab/array-industry-pattern/array_monotonic.btor2,unknown,False,False,259.76627358887345,2000.0,unknown,False,False,78.68315175268799,2000.0,unknown,False,False,68.5902899838984,2000.0,0.0,0.0,lean_core;recovery;lean_core;recovery;lean_core;recovery;lean_core,lean_core;recovery;lean_core;recovery;lean_core;recovery;lean_core,0
146,benchmarks/wordlevel/array/2024/sosylab/array-industry-pattern/array_of_struct_ptr_mul_init.btor2,missing,False,True,1000.2980266790837,2000.0,missing,False,True,1000.3930117785931,2000.0,missing,False,True,1000.2047570459545,2000.0,0.0,0.0,,,0
147,benchmarks/wordlevel/array/2024/sosylab/array-lopstr16/flag_loopdep.btor2,unknown,False,False,31.895983947440982,2000.0,unknown,False,False,15.902999434620142,2000.0,unknown,False,False,15.462177702225745,2000.0,0.0,0.0,lean_core;recovery;lean_core,lean_core;recovery;lean_core,0
148,benchmarks/wordlevel/array/2024/sosylab/array-patterns/array10_pattern.btor2,unknown,False,False,20.428808609955013,2000.0,unknown,False,False,13.438767272047698,2000.0,unknown,False,False,12.791897676885128,2000.0,0.0,0.0,lean_core,lean_core,0
149,benchmarks/wordlevel/array/2024/sosylab/array-patterns/array16_pattern.btor2,unknown,False,False,27.84601402748376,2000.0,unknown,False,False,22.996401644311845,2000.0,unknown,False,False,21.9092640792951,2000.0,0.0,0.0,lean_core;recovery,lean_core;recovery,0
150,benchmarks/wordlevel/array/2024/sosylab/array-patterns/array17_pattern.btor2,unknown,False,False,37.373853891156614,2000.0,unknown,False,False,21.322486541233957,2000.0,unknown,False,False,21.191361186094582,2000.0,0.0,0.0,lean_core;recovery,lean_core;recovery,0
151,benchmarks/wordlevel/array/2024/sosylab/array-patterns/array18_pattern.btor2,unknown,False,False,36.119879567064345,2000.0,unknown,False,False,8.611059575341642,2000.0,unknown,False,False,8.582056602463126,2000.0,0.0,0.0,lean_core,lean_core,0
152,benchmarks/wordlevel/array/2024/sosylab/array-patterns/array22_pattern.btor2,unknown,False,False,33.223954007960856,2000.0,unknown,False,False,9.351216959767044,2000.0,unknown,False,False,9.135555258952081,2000.0,0.0,0.0,lean_core,lean_core,0
153,benchmarks/wordlevel/array/2024/sosylab/array-patterns/array23_pattern.btor2,unknown,False,False,33.98483031243086,2000.0,unknown,False,False,20.57650760933757,2000.0,unknown,False,False,20.44039680995047,2000.0,0.0,0.0,lean_core;recovery,lean_core;recovery,0
154,benchmarks/wordlevel/array/2024/sosylab/array-patterns/array29_pattern.btor2,missing,False,True,1000.1539256218821,2000.0,unknown,False,False,270.1096626473591,2000.0,unknown,False,False,292.7173182303086,2000.0,0.0,0.0,lean_core;recovery,lean_core;recovery,0
155,benchmarks/wordlevel/array/2024/sosylab/array-patterns/array4_pattern.btor2,unknown,False,False,8.21652103215456,2000.0,unknown,False,False,6.400472656823695,2000.0,unknown,False,False,6.217517761513591,2000.0,0.0,0.0,lean_core,lean_core,0
156,benchmarks/wordlevel/array/2024/sosylab/array-patterns/array5_pattern.btor2,unknown,False,False,8.766607947647572,2000.0,unknown,False,False,6.493333442136645,2000.0,unknown,False,False,6.417153351940215,2000.0,0.0,0.0,lean_core,lean_core,0
157,benchmarks/wordlevel/array/2024/sosylab/array-programs/partial_mod_count_5.btor2,unknown,False,False,40.69078061636537,2000.0,unknown,False,False,22.06822262518108,2000.0,unknown,False,False,23.063210955820978,2000.0,0.0,0.0,lean_core;recovery;lean_core,lean_core;recovery;lean_core,0
158,benchmarks/wordlevel/array/2024/sosylab/array-programs/partial_mod_count_limited_1.btor2,unknown,False,False,62.82445246446878,2000.0,unknown,False,False,38.24325256701559,2000.0,unknown,False,False,39.812928044237196,2000.0,0.0,0.0,lean_core;recovery;lean_core,lean_core;recovery;lean_core,0
159,benchmarks/wordlevel/array/2024/sosylab/array-programs/partial_mod_count_limited_3.btor2,unknown,False,False,101.22458310611546,2000.0,unknown,False,False,55.626141655258834,2000.0,unknown,False,False,57.51323719974607,2000.0,0.0,0.0,lean_core;recovery;lean_core,lean_core;recovery;lean_core,0
160,benchmarks/wordlevel/array/2024/sosylab/array-tiling/mbpr2.btor2,unknown,False,False,379.22017746511847,2000.0,unknown,False,False,279.127520987764,2000.0,unknown,False,False,283.9248291645199,2000.0,0.0,0.0,lean_core;recovery;lean_core,lean_core;recovery;lean_core,0
161,benchmarks/wordlevel/array/2024/sosylab/array-tiling/skippedu.btor2,unknown,False,False,35.420689336024225,2000.0,unknown,False,False,28.11676070932299,2000.0,unknown,False,False,28.524265496060252,2000.0,0.0,0.0,lean_core;recovery;lean_core,lean_core;recovery;lean_core,0
162,benchmarks/wordlevel/array/2024/sosylab/ddv-machzwd/ddv_machzwd_all.btor2,missing,False,True,1001.2013236396015,2000.0,missing,False,True,1000.5713583761826,2000.0,missing,False,True,1000.4908447498456,2000.0,0.0,0.0,,,0
163,benchmarks/wordlevel/array/2024/sosylab/ddv-machzwd/ddv_machzwd_inw.btor2,missing,False,True,1001.1521303532645,2000.0,missing,False,True,1001.2479277662933,2000.0,missing,False,True,1001.1163045018911,2000.0,0.0,0.0,,,0
164,benchmarks/wordlevel/array/2024/sosylab/ldv-regression/test28-2.btor2,missing,False,True,1000.1716865533963,2000.0,missing,False,True,1001.250055026263,2000.0,missing,False,True,1001.1145021449775,2000.0,0.0,0.0,,,0
165,benchmarks/wordlevel/array/2024/sosylab/loops/array-1.btor2,missing,False,True,1000.9401293005794,2000.0,missing,False,True,1001.0206383746117,2000.0,missing,False,True,1000.3708007493988,2000.0,0.0,0.0,lean_core;recovery,lean_core;recovery,0
166,benchmarks/wordlevel/array/2024/sosylab/loops/n.c11.btor2,unsat,True,False,3.3422463284805417,3.3422463284805417,unsat,True,False,4.191157161258161,4.191157161258161,unsat,True,False,4.249103209935129,4.249103209935129,-0.906856881454587,-0.05794604867696762,lean_core;recovery;lean_core,lean_core;recovery;lean_core,0
167,benchmarks/wordlevel/array/2024/sosylab/loops/string-2.btor2,unknown,False,False,12.350967770442367,2000.0,unknown,False,False,10.78958659991622,2000.0,unknown,False,False,10.820387371815741,2000.0,0.0,0.0,lean_core,lean_core,0
168,benchmarks/wordlevel/array/2024/sosylab/product-lines/email_spec11_productSimulator.cil.btor2,missing,False,True,1000.6182766919956,2000.0,missing,False,True,1000.9317378858104,2000.0,missing,False,True,1000.9655974600464,2000.0,0.0,0.0,,,0
169,benchmarks/wordlevel/array/2024/sosylab/product-lines/email_spec1_product28.cil.btor2,missing,False,True,1000.132941102609,2000.0,missing,False,True,1000.1381178554147,2000.0,missing,False,True,1000.1671780403703,2000.0,0.0,0.0,lean_core,lean_core,0
170,benchmarks/wordlevel/array/2024/sosylab/product-lines/email_spec1_product35.cil.btor2,missing,False,True,1000.1490168077871,2000.0,missing,False,True,1000.1402051784098,2000.0,missing,False,True,1000.1741555994377,2000.0,0.0,0.0,,,0
171,benchmarks/wordlevel/array/2024/sosylab/product-lines/email_spec27_product34.cil.btor2,missing,False,True,1000.1552667366341,2000.0,missing,False,True,1000.155536307022,2000.0,missing,False,True,1000.2129909638315,2000.0,0.0,0.0,,,0
172,benchmarks/wordlevel/array/2024/sosylab/product-lines/email_spec8_product14.cil.btor2,missing,False,True,1000.140070207417,2000.0,missing,False,True,1000.2279713498428,2000.0,missing,False,True,1000.2948302868754,2000.0,0.0,0.0,lean_core,lean_core,0
173,benchmarks/wordlevel/array/2024/sosylab/product-lines/email_spec8_product29.cil.btor2,missing,False,True,1000.1445065122098,2000.0,missing,False,True,1000.2602077322081,2000.0,missing,False,True,1000.3476027585566,2000.0,0.0,0.0,,,0
174,benchmarks/wordlevel/array/2024/sosylab/product-lines/email_spec9_product12.cil.btor2,missing,False,True,1000.2663371646777,2000.0,missing,False,True,1000.1386257242411,2000.0,missing,False,True,1000.1484247986227,2000.0,0.0,0.0,lean_core,lean_core,0
175,benchmarks/wordlevel/array/2024/sosylab/product-lines/email_spec9_product14.cil.btor2,missing,False,True,1000.1452027084306,2000.0,missing,False,True,1000.2115263035521,2000.0,missing,False,True,1000.2458586534485,2000.0,0.0,0.0,lean_core,lean_core,0
176,benchmarks/wordlevel/array/2024/sosylab/product-lines/email_spec9_product26.cil.btor2,missing,False,True,1000.1466253530234,2000.0,missing,False,True,1000.211019330658,2000.0,missing,False,True,1000.2479753261432,2000.0,0.0,0.0,lean_core,lean_core,0
177,benchmarks/wordlevel/array/2024/sosylab/product-lines/email_spec9_product35.cil.btor2,missing,False,True,1000.1520235259086,2000.0,missing,False,True,1000.2096729418263,2000.0,missing,False,True,1000.2524150125682,2000.0,0.0,0.0,,,0
178,benchmarks/wordlevel/array/2024/sosylab/reducercommutativity/max05-1.btor2,unknown,False,False,38.49746686499566,2000.0,unknown,False,False,38.86494575254619,2000.0,unknown,False,False,37.95940150041133,2000.0,0.0,0.0,lean_core,lean_core,0
179,benchmarks/wordlevel/array/2024/sosylab/reducercommutativity/max10-1.btor2,unknown,False,False,39.57674701232463,2000.0,unknown,False,False,37.156122784130275,2000.0,unknown,False,False,38.430943115614355,2000.0,0.0,0.0,lean_core,lean_core,0
180,benchmarks/wordlevel/array/2024/sosylab/reducercommutativity/sep20-1.btor2,unknown,False,False,39.73892390169203,2000.0,unknown,False,False,37.92566825821996,2000.0,unknown,False,False,37.77780595701188,2000.0,0.0,0.0,lean_core,lean_core,0
181,benchmarks/wordlevel/array/2024/sosylab/reducercommutativity/sep40-1.btor2,unknown,False,False,42.66247003246099,2000.0,unknown,False,False,38.18759529758245,2000.0,unknown,False,False,39.36865649744868,2000.0,0.0,0.0,lean_core,lean_core,0
182,benchmarks/wordlevel/array/2024/sosylab/seq-mthreaded/rekcba_aso.1.M4-2.btor2,missing,False,True,1002.2165204966441,2000.0,missing,False,True,1000.4826938230544,2000.0,missing,False,True,1001.8619463155046,2000.0,0.0,0.0,,,0
183,benchmarks/wordlevel/array/2024/sosylab/seq-mthreaded/rekcba_aso.2.M1-2.btor2,missing,False,True,1000.6452014092356,2000.0,missing,False,True,1000.5738595658913,2000.0,missing,False,True,1000.5954761877656,2000.0,0.0,0.0,,,0
184,benchmarks/wordlevel/array/2024/sosylab/seq-mthreaded/rekcba_aso.4.M4.btor2,missing,False,True,1001.1279561724514,2000.0,missing,False,True,1000.9963019881397,2000.0,missing,False,True,1002.0427722567692,2000.0,0.0,0.0,,,0
185,benchmarks/wordlevel/array/2024/sosylab/seq-mthreaded/rekcba_ctm.2-2.btor2,missing,False,True,1000.1834237212315,2000.0,missing,False,True,1000.1858963193372,2000.0,missing,False,True,1000.2148113381118,2000.0,0.0,0.0,,,0
186,benchmarks/wordlevel/array/2024/sosylab/seq-mthreaded/rekh_ctm.1.btor2,missing,False,True,1000.1894941879436,2000.0,missing,False,True,1000.1711069233716,2000.0,missing,False,True,1000.2037663944066,2000.0,0.0,0.0,,,0
187,benchmarks/wordlevel/array/2024/sosylab/seq-mthreaded/rekh_ctm.3-2.btor2,missing,False,True,1000.2060741139576,2000.0,missing,False,True,1000.1947657400742,2000.0,missing,False,True,1000.2354049924761,2000.0,0.0,0.0,,,0
188,benchmarks/wordlevel/array/2024/sosylab/seq-mthreaded/rekh_nxt.1.M1-1.btor2,missing,False,True,1001.8968156911433,2000.0,missing,False,True,1001.8627030821517,2000.0,missing,False,True,1001.9725146042183,2000.0,0.0,0.0,,,0
189,benchmarks/wordlevel/array/2024/sosylab/seq-mthreaded/rekh_nxt.3.M1.btor2,missing,False,True,1001.9155922839418,2000.0,missing,False,True,1001.909708478488,2000.0,missing,False,True,1002.0055540781468,2000.0,0.0,0.0,,,0
190,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/array-examples/sanfoundry_24-1.btor2,missing,False,True,1000.1938914423808,2000.0,missing,False,True,1000.7751907147467,2000.0,missing,False,True,1000.7901846412569,2000.0,0.0,0.0,lean_core,lean_core,0
191,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/array-industry-pattern/array_assert_loop_dep.btor2,missing,False,True,1000.2052986668423,2000.0,missing,False,True,1000.1988880923018,2000.0,missing,False,True,1000.194108242169,2000.0,0.0,0.0,lean_core;cex_diverse;recovery;recovery;lean_core;recovery;lean_core;recovery;lean_core;recovery;lean_core;recovery;recovery;lean_core;lean_core;recovery;lean_core,lean_core;cex_diverse;recovery;recovery;lean_core;recovery;lean_core;recovery;lean_core;recovery;lean_core;recovery;recovery;lean_core;lean_core;recovery;lean_core,0
192,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/loop-crafted/simple_array_index_value_1-1.btor2,missing,False,True,1000.2284942297265,2000.0,missing,False,True,1000.5601787492633,2000.0,missing,False,True,1000.4378129374236,2000.0,0.0,0.0,lean_core;cex_diverse;recovery;lean_core;recovery;recovery;lean_core;recovery;lean_core;lean_core;recovery;lean_core,lean_core;cex_diverse;recovery;lean_core;recovery;recovery;lean_core;recovery;lean_core;lean_core;recovery;lean_core,0
193,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/loop-crafted/simple_array_index_value_4.btor2,missing,False,True,1000.2048524748534,2000.0,missing,False,True,1000.4374279156327,2000.0,missing,False,True,1000.3779309019446,2000.0,0.0,0.0,lean_core;cex_diverse;recovery;recovery;lean_core;lean_core;recovery;lean_core;recovery,lean_core;cex_diverse;recovery;recovery;lean_core;lean_core;recovery;lean_core;recovery,0
194,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/reducercommutativity/max.btor2,unknown,False,False,45.97031306941062,2000.0,unknown,False,False,311.006523668766,2000.0,unknown,False,False,215.4242546176538,2000.0,0.0,0.0,lean_core;cex_diverse;recovery;recovery;lean_core;cex_diverse,lean_core;cex_diverse;recovery;recovery;lean_core;cex_diverse,0
195,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/reducercommutativity/max10-1.btor2,missing,False,True,1000.2018079003319,2000.0,missing,False,True,1000.345393541269,2000.0,missing,False,True,1000.2796034170315,2000.0,0.0,0.0,lean_core;cex_diverse;recovery;lean_core;recovery;cex_diverse;lean_core,lean_core;cex_diverse;recovery;lean_core;recovery;cex_diverse;lean_core,0
196,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-func/termination-crafted/LexIndexValue-Array-1.btor2,missing,False,True,1000.4226988404989,2000.0,missing,False,True,1000.5406757621095,2000.0,missing,False,True,1000.2170727793127,2000.0,0.0,0.0,lean_core;cex_diverse;recovery;recovery;lean_core;recovery;lean_core;recovery;lean_core;recovery;lean_core;recovery;lean_core;recovery;recovery,lean_core;cex_diverse;recovery;recovery;lean_core;recovery;lean_core;recovery;lean_core;recovery;lean_core;recovery;lean_core;recovery;recovery,0
197,benchmarks/wordlevel/array/2025/sosylab/liveness-l2s-rel/loop-acceleration/array_3-1.btor2,unknown,False,False,50.9664988508448,2000.0,missing,False,True,1002.2386708101258,2000.0,missing,False,True,1001.6103308135644,2000.0,0.0,0.0,lean_core;cex_diverse,lean_core;cex_diverse,0
